client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32246389.mp3,"A continuación, se hizo designar embajador en Berna, para manejar la descarga.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32256172.mp3,Se encuentra en el Himalaya distribuido por el norte de la India y Nepal.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32366347.mp3,Las leyendas sobre las sirenas se remontan a miles de años.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32366358.mp3,El resultado es una experiencia de usuario uniforme.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32385489.mp3,Enseñó y publicó libros sobre el tema.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32385521.mp3,Habitaron en el Eoceno.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32434238.mp3,"Todos ya habían formado bandas en el colegio, y habían tenido alguna presentación semiprofesional.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32434260.mp3,No se conservan los edificios de estos monasterios pero sí algunas de sus iglesias.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32434269.mp3,Los cuatro coroneles de los hessianos en Trenton murieron en la batalla.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32442693.mp3,Su candidatura finalmente fue enterrada con la oposición de Alessandro Farnese.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32502951.mp3,La dama sugiere llamar el lai las cuatro penas por los cuatro caballeros.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32813978.mp3,Las flores crecen en panículas.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341282.mp3,En la actualidad está pendiente de rehabilitación.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341774.mp3,Hoy es propiedad de Max Correa Lecaros.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341776.mp3,"Así, Atlanta y Cincinnati fueron colocaron en el Oeste.",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341813.mp3,El vuelo nivelado consiste en que la aeronave se encuentre a una altitud constante.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341825.mp3,Prefiere los lugares en los que existen grietas y oquedades donde refugiarse.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341905.mp3,Su laboratorio se describe en publicaciones.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341964.mp3,No tiene nombre ni apellido.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32341997.mp3,Obtuvo una modesta riqueza e influencia durante su vida.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32342043.mp3,"Este banquete fue la primera celebración del ""Champions Day"".",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32342052.mp3,"Juega como defensor, tanto como back central o lateral izquierdo.",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32342906.mp3,Es desigual la lucha en la que se enfrentan,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32342909.mp3,La grabación de su muerte es recuperada por Will del interior del laberinto.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32342943.mp3,Carisma con el espíritu de Don Bosco.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32342962.mp3,Un total de tres personas murieron en dos tiroteos.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343087.mp3,Esta planta es utilizada específicamente en la preparación de esencias aromáticas.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343088.mp3,Realizó sus estudios secundarios en el Colegio San Ignacio.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343092.mp3,"Fue grabado junto a la canción ""True Friend"" y ""Make Some Noise"".",4,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343095.mp3,"Natural de Montilla, Pedro de Vargas partió de Sevilla al Nuevo Mundo como soldado.",4,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343116.mp3,"Era uno de los colaboradores de Tiki-Taka, cuando se emitió en Cuatro y Energy.",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343160.mp3,Varias de sus narraciones fueron llevadas al cine.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343180.mp3,Año a año difiere el sistema de campeonato en esta competición.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343235.mp3,Se forma la banda británica Oasis.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343255.mp3,La actual Ministra del Medio Ambiente de Brasil es Izabella Teixeira.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343268.mp3,"Se encuentra desde las Islas Chagos y Reunión hasta Panamá, las Hawaii y Tonga.",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343444.mp3,Estoy muy orgulloso de Layne por haberla escrito.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343484.mp3,El matrimonio tuvo un solo hijo.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343521.mp3,"Tras varias semanas de juegos sexuales, Julie le anuncia que ""El juego ha terminado"".",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343528.mp3,Esta primera exposición se realizó en el antiguo parvulario de la localidad.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343544.mp3,Es uno de los primeros árboles europeos en florecer en primavera.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343552.mp3,En ella habita una familia que se encarga de la custodia.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343634.mp3,"Incluyendo siempre nuevos mapas, nuevas funcionalidades y corrigiendo errores.",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343684.mp3,De ahí se deduce que el tamaño en este arte no importa.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343789.mp3,Originalmente fue reconstruida con las patas similares a zancos y misteriosas protuberancias carnosas dorsales.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32343792.mp3,"Las hojas, muy variables, son de forma acorazada y tienen el borde dentado.",2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32351791.mp3,La base fue capturada ese día.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32351803.mp3,Comenzó su carrera como escritor independiente para varias revistas de moda.,2,0,twenties,female,Ciudad de México,es,
6dab5a024071de929d91fba5efb9f9c14ecc1d26e3b1bdf5e8ead16f6608cda3c5274823d0ac36afdcbf5c95761d6cc25549ec472e1eb4323b61f6ea9d8c40f9,common_voice_es_32351838.mp3,De este hecho histórico viene la llamada Asociación de María Auxiliadora.,2,0,twenties,female,Ciudad de México,es,
